x,n,Funkcja wbudowana,Taylor,Blad bezwzgledny,Blad wzgledny
-0.99, 10, 3.59375084227056884600, 2.33604732044404128644, 1.25770352182652755957, 0.34996959361598301008
-0.98, 10, 3.03298164357989241680, 2.23303577028735711352, 0.79994587329253530328, 0.26374899926804112882
-0.97, 10, 2.70064890084413988802, 2.13593285197119175933, 0.56471604887294812869, 0.20910383748751465438
-0.96, 10, 2.46241693541059181172, 2.04429289658799540064, 0.41812403882259641108, 0.16980229172801597493
-0.95, 10, 2.27604580502563580424, 1.95770901952906473120, 0.31833678549657107304, 0.13986396266440057068
-0.94, 10, 2.12266263478279837429, 1.87580945204042470742, 0.24685318274237366687, 0.11629411979903860053
-0.93, 10, 1.99217036209778863842, 1.79825424072690753796, 0.19391612137088110046, 0.09733912573956987613
-0.92, 10, 1.87852478362785291210, 1.72473227708263809888, 0.15379250654521481323, 0.08186876632428929934
-0.91, 10, 1.77781651680532504223, 1.65495862300808260770, 0.12285789379724243453, 0.06910605939133349085
-0.90, 10, 1.68736912929452365084, 1.58867210177273232574, 0.09869702752179132510, 0.05849166362493297966
-0.89, 10, 1.60526868651401666277, 1.52563312703395803638, 0.07963555948005862639, 0.04960886619734314329
-0.88, 10, 1.53009846601046728409, 1.46562174535904254924, 0.06447672065142473485, 0.04213893555461133145
-0.87, 10, 1.46077998467207437194, 1.40843587024867411550, 0.05234411442340025644, 0.03583298989077456087
-0.86, 10, 1.39647295932845749711, 1.35388968795327158112, 0.04258327137518591599, 0.03049344499707574638
-0.85, 10, 1.33650976850738834045, 1.30181221743323560780, 0.03469755107415273265, 0.02596131498006400140
-0.84, 10, 1.28035104425019619079, 1.25204600866305115758, 0.02830503558714503320, 0.02210724606681687895
-0.83, 10, 1.22755470580226511146, 1.20444596513764645707, 0.02310874066461865439, 0.01882501900354493704
-0.82, 10, 1.17775382619191559819, 1.15887827792622610801, 0.01887554826568949018, 0.01602673482855126660
-0.81, 10, 1.13064046806021645253, 1.11521945995084759140, 0.01542100810936886113, 0.01363917933684605927
-0.80, 10, 1.08595365348609163014, 1.07335547035980227726, 0.01259818312628935288, 0.01160103203838128150
-0.79, 10, 1.04347025924575875777, 1.03318091993322513922, 0.01028933931253361855, 0.00986069245516490306
-0.78, 10, 1.00299802231593382373, 0.99459834941313762791, 0.00839967290279619583, 0.00837456576773826060
-0.77, 10, 0.96437009389603511877, 0.95751757350363198018, 0.00685252039240313859, 0.00710569566163037937
-0.76, 10, 0.92744074740300164184, 0.92185508404961202800, 0.00558566335338961384, 0.00602266330116555792
-0.75, 10, 0.89208195849452665005, 0.88753350658375862459, 0.00454845191076802546, 0.00509869285827052425
-0.74, 10, 0.85818065246868324714, 0.85448110503965912788, 0.00369954742902411926, 0.00431091917346519693
-0.73, 10, 0.82563646836214465985, 0.82263132997197985219, 0.00300513839016480766, 0.00363978397917214978
-0.72, 10, 0.79435992735537774845, 0.79192240610903685827, 0.00243752124634089018, 0.00306853500837587102
-0.71, 10, 0.76427092064358148615, 0.76229695549535758659, 0.00197396514822389957, 0.00258280813112927565
-0.70, 10, 0.73529745202033647278, 0.73370165286738198152, 0.00159579915295449126, 0.00217027700635953700
-0.69, 10, 0.70737458524737384380, 0.70608691024933534219, 0.00128767499803850161, 0.00182035801807636701
-0.68, 10, 0.68044355735065253921, 0.67940658806304810025, 0.00103696928760443896, 0.00152396077000411406
-0.67, 10, 0.65445102733018323260, 0.65361773031907455245, 0.00083329701110868015, 0.00127327634354566549
-0.66, 10, 0.62934843612856561368, 0.62868032170055909713, 0.00066811442800651655, 0.00106159702583265292
-0.65, 10, 0.60509145858942969820, 0.60455706456908275825, 0.00053439402034693995, 0.00088316239266160294
-0.64, 10, 0.58163953192440387419, 0.58121317411614115134, 0.00042635780826272285, 0.00073302756236681807
-0.63, 10, 0.55895544816638964569, 0.55861619005750573486, 0.00033925810888391084, 0.00060695017822408022
-0.62, 10, 0.53700500041631271664, 0.53673580342283044864, 0.00026919699348226800, 0.00050129327152181684
-0.61, 10, 0.51575667453707474408, 0.51554369713152436994, 0.00021297740555037414, 0.00041294163714223427
